run_id,dataset_id,dataset_variant,protagonist_ref_group,group_label,theme_id,theme,base_game_id,run_game_id,segment_index,sample_id,scene_json_source_path,state_snapshot_path,difficulty_tags,hard_score,view_bucket,protagonist_visible_required,prompt_hardening_profile,expected_protagonist_ref_count,actual_protagonist_ref_count,actual_protagonist_ref_paths,generation_success,cached,image_url,saved_json_path,saved_image_path,duration_seconds,started_at_utc,ended_at_utc,error_message,main_character_wait_seconds,main_character_ready,cache_repair_applied,judge_model_count,judge_models,overall_score_mean,confidence_mean,judge_overall_stddev,failure_tags,reason_preview,semantic_consistency_mean,subject_attribute_consistency_mean,spatial_consistency_mean,style_lighting_consistency_mean,detail_integrity_mean,reference_identity_fidelity_mean,view_match_accuracy_mean
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_0,No protagonist reference,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_0,1,game_1777175018_804e9w_protagonist_ref_0_seg_001,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_001.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_001_state.json,"[""view_side"", ""occluded_face"", ""continuity_sensitive""]",5,side,True,"{""profile_id"": ""side_occluded_continuity"", ""constraints"": [""compose the protagonist in a clear side profile or three-quarter side view"", ""partially obscure the face with hair, smoke, clothing, or a foreground prop"", ""preserve continuity-critical outfit, hairstyle, glasses, bag, shoes, and signature props exactly""]}",0,0,[],True,True,/image_cache/d72af29f5e4fe8a4a6e5a690a230169a.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_001.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_001.png,91.4967,2026-04-26T06:55:35.899689+00:00,2026-04-26T06:57:07.400115+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | p | e | c | m | h | d | l | y | | | I | k | w,10.0,9.0,9.0,9.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_0,No protagonist reference,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_0,2,game_1777175018_804e9w_protagonist_ref_0_seg_002,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_002.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_002_state.json,"[""view_back"", ""long_shot"", ""extreme_lighting"", ""continuity_sensitive""]",5,back,True,"{""profile_id"": ""back_long_extreme_light"", ""constraints"": [""show the protagonist from behind or over the shoulder"", ""use a wide or long shot where the protagonist occupies only about 15-25 percent of the frame"", ""use difficult backlight, night light, neon, fog, firelight, or strong shadow"", ""keep the same outfit silhouette, hairstyle, backpack or carried prop readable despite the distance""]}",0,0,[],True,True,/image_cache/6e96bfd259a3e71131ccf1626feadf5b.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_002.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_002.png,109.5772,2026-04-26T06:57:07.469215+00:00,2026-04-26T06:58:57.046790+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | e | c | w | h | v | . | | | S | m | l | b,10.0,10.0,8.0,9.0,9.0,10.0,8.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_0,No protagonist reference,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_0,3,game_1777175018_804e9w_protagonist_ref_0_seg_003,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_003.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_003_state.json,"[""view_mixed"", ""occluded_face"", ""action_heavy"", ""extreme_lighting""]",4,mixed,True,"{""profile_id"": ""mixed_action_occlusion"", ""constraints"": [""use a dynamic pose with the head turned away from the camera"", ""partially hide the face behind a door frame, hair, smoke, hand, scarf, or scene prop"", ""add motion, strong shadow, low light, fog, sparks, rain, or reflected light"", ""make clothing details and signature accessories remain stable and identifiable""]}",0,0,[],True,True,/image_cache/852c80bf5fcbef98a0aea51adb6ca1c7.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_003.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_003.png,134.1904,2026-04-26T06:58:57.104506+00:00,2026-04-26T07:01:11.299093+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],S | t | r | o | n | g |  | a | l | i | m | e | w | h | v | c | x | | | P | s | ' | d | y | b | u | - | p,10.0,9.0,9.0,9.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_0,No protagonist reference,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_0,4,game_1777175018_804e9w_protagonist_ref_0_seg_004,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_004.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_004_state.json,"[""view_side"", ""occluded_face"", ""continuity_sensitive""]",5,side,True,"{""profile_id"": ""side_occluded_continuity"", ""constraints"": [""compose the protagonist in a clear side profile or three-quarter side view"", ""partially obscure the face with hair, smoke, clothing, or a foreground prop"", ""preserve continuity-critical outfit, hairstyle, glasses, bag, shoes, and signature props exactly""]}",0,0,[],True,True,/image_cache/2ce421acd3e8033e38ec5ad28427c9bf.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_004.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_004.png,94.1007,2026-04-26T07:01:11.355590+00:00,2026-04-26T07:07:11.526155+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | e | c | | | I | k | w | h | y | l | m | v,10.0,9.0,9.0,10.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_0,No protagonist reference,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_0,5,game_1777175018_804e9w_protagonist_ref_0_seg_005,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_005.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_005_state.json,"[""view_back"", ""long_shot"", ""extreme_lighting"", ""continuity_sensitive""]",5,back,True,"{""profile_id"": ""back_long_extreme_light"", ""constraints"": [""show the protagonist from behind or over the shoulder"", ""use a wide or long shot where the protagonist occupies only about 15-25 percent of the frame"", ""use difficult backlight, night light, neon, fog, firelight, or strong shadow"", ""keep the same outfit silhouette, hairstyle, backpack or carried prop readable despite the distance""]}",0,0,[],True,True,/image_cache/242c83a6336820d17060e95a942820db.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_005.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_0\theme_089_game_1777175018_804e9w_protagonist_ref_0\game_1777175018_804e9w_protagonist_ref_0_005.png,102.1262,2026-04-26T07:07:11.587995+00:00,2026-04-26T07:08:53.729744+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | e | c | | | S | m | h | v | x | w | l,10.0,9.0,9.0,8.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_1,Front protagonist reference only,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_1,1,game_1777175018_804e9w_protagonist_ref_1_seg_001,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_001.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_001_state.json,"[""view_side"", ""occluded_face"", ""continuity_sensitive""]",5,side,True,"{""profile_id"": ""side_occluded_continuity"", ""constraints"": [""compose the protagonist in a clear side profile or three-quarter side view"", ""partially obscure the face with hair, smoke, clothing, or a foreground prop"", ""preserve continuity-critical outfit, hairstyle, glasses, bag, shoes, and signature props exactly""]}",1,1,"[""C:\\Users\\User\\Desktop\\DN-main\\initial\\main_character\\game_1777175018_804e9w\\main_character.png""]",True,True,/image_cache/83cd48afa377af674ae322c71ffffded.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_001.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_001.png,115.9133,2026-04-26T07:31:13.582506+00:00,2026-04-26T07:33:09.496779+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | m | c | h | e | l | y | | | S | w | v | x,10.0,9.0,9.0,9.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_1,Front protagonist reference only,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_1,2,game_1777175018_804e9w_protagonist_ref_1_seg_002,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_002.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_002_state.json,"[""view_back"", ""long_shot"", ""extreme_lighting"", ""continuity_sensitive""]",5,back,True,"{""profile_id"": ""back_long_extreme_light"", ""constraints"": [""show the protagonist from behind or over the shoulder"", ""use a wide or long shot where the protagonist occupies only about 15-25 percent of the frame"", ""use difficult backlight, night light, neon, fog, firelight, or strong shadow"", ""keep the same outfit silhouette, hairstyle, backpack or carried prop readable despite the distance""]}",1,1,"[""C:\\Users\\User\\Desktop\\DN-main\\initial\\main_character\\game_1777175018_804e9w\\main_character.png""]",True,True,/image_cache/08664f690d02bee9234c86692b96f9c7.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_002.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_002.png,120.5021,2026-04-26T07:33:09.538935+00:00,2026-04-26T07:35:10.040227+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | e | c | w | h | v | | | S | m | l | b,9.0,9.0,9.0,9.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_1,Front protagonist reference only,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_1,3,game_1777175018_804e9w_protagonist_ref_1_seg_003,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_003.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_003_state.json,"[""view_mixed"", ""occluded_face"", ""action_heavy"", ""extreme_lighting""]",4,mixed,True,"{""profile_id"": ""mixed_action_occlusion"", ""constraints"": [""use a dynamic pose with the head turned away from the camera"", ""partially hide the face behind a door frame, hair, smoke, hand, scarf, or scene prop"", ""add motion, strong shadow, low light, fog, sparks, rain, or reflected light"", ""make clothing details and signature accessories remain stable and identifiable""]}",1,1,"[""C:\\Users\\User\\Desktop\\DN-main\\initial\\main_character\\game_1777175018_804e9w\\main_character.png""]",True,True,/image_cache/56c4838abc0d0cf26673f38e4f65c5e5.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_003.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_003.png,121.7093,2026-04-26T07:35:10.081214+00:00,2026-04-26T07:37:11.787831+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | c | e | w | h | v | . | | | S | m | k | - | l | p,10.0,9.0,9.0,9.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_1,Front protagonist reference only,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_1,4,game_1777175018_804e9w_protagonist_ref_1_seg_004,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_004.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_004_state.json,"[""view_side"", ""occluded_face"", ""continuity_sensitive""]",5,side,True,"{""profile_id"": ""side_occluded_continuity"", ""constraints"": [""compose the protagonist in a clear side profile or three-quarter side view"", ""partially obscure the face with hair, smoke, clothing, or a foreground prop"", ""preserve continuity-critical outfit, hairstyle, glasses, bag, shoes, and signature props exactly""]}",1,1,"[""C:\\Users\\User\\Desktop\\DN-main\\initial\\main_character\\game_1777175018_804e9w\\main_character.png""]",True,True,/image_cache/e6ec19f1302069557a816656342866f2.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_004.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_004.png,111.9075,2026-04-26T07:37:11.853552+00:00,2026-04-26T07:39:03.759407+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s | ' |  | u | f | d | p | e | c | w | h | v | | | S | m | l | b,10.0,9.0,9.0,10.0,9.0,9.0,9.0
protagonist_ref_hard_identity_run_20260426_040417,protagonist_ref_hard_identity_dataset_20260426_033440,hard_identity,protagonist_ref_1,Front protagonist reference only,89,苗疆蛊术试炼,game_1777175018_804e9w,game_1777175018_804e9w_protagonist_ref_1,5,game_1777175018_804e9w_protagonist_ref_1_seg_005,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_005.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\datasets\hard_identity\protagonist_ref_hard_identity_dataset_20260426_033440\theme_089_game_1777175018_804e9w\game_1777175018_804e9w_005_state.json,"[""view_back"", ""long_shot"", ""extreme_lighting"", ""continuity_sensitive""]",5,back,True,"{""profile_id"": ""back_long_extreme_light"", ""constraints"": [""show the protagonist from behind or over the shoulder"", ""use a wide or long shot where the protagonist occupies only about 15-25 percent of the frame"", ""use difficult backlight, night light, neon, fog, firelight, or strong shadow"", ""keep the same outfit silhouette, hairstyle, backpack or carried prop readable despite the distance""]}",1,1,"[""C:\\Users\\User\\Desktop\\DN-main\\initial\\main_character\\game_1777175018_804e9w\\main_character.png""]",True,True,/image_cache/e6473af93b6644ae36a6c51ac559a16e.png,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_005.json,C:\Users\User\Desktop\DN-main\DN-experiment-2.0\ablations\protagonist_ref_ablation\results\hard_identity\protagonist_ref_hard_identity_run_20260426_040417\generated\protagonist_ref_1\theme_089_game_1777175018_804e9w_protagonist_ref_1\game_1777175018_804e9w_protagonist_ref_1_005.png,102.8706,2026-04-26T07:39:03.814459+00:00,2026-04-26T07:40:46.686295+00:00,,36.4987,True,False,1,gpt-4o,9.0,0.95,0.0,[],P | r | o | t | a | g | n | i | s |  | u | f | d | p | e | c | | | S | m | h | v | x,10.0,9.0,8.0,9.0,9.0,9.0,8.0
